,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
0,500060,9690,2,0,20220119,9705,9705,9690,,,,,,,
1,,9790,4,0,20220118,9890,9890,9790,,,,,,,
2,,9815,3,0,20220117,9940,9940,9815,,,,,,,
3,,9935,7544,75,20220114,10005,10005,9935,,,,,,,
4,,10085,2426,24,20220113,10150,10150,10085,,,,,,,
5,,10095,4,0,20220112,10070,10095,10055,,,,,,,
6,,9940,7694,77,20220111,9985,9985,9920,,,,,,,
7,,9930,7879,78,20220110,10000,10000,9900,,,,,,,
8,,10020,7368,74,20220107,9965,10025,9950,,,,,,,
9,,9935,4,0,20220106,9930,9940,9915,,,,,,,
10,,10100,2,0,20220105,10115,10115,10100,,,,,,,
11,,10170,3,0,20220104,10150,10170,10135,,,,,,,
12,,10225,3,0,20220103,10225,10225,10225,,,,,,,
13,,10120,4,0,20211230,10180,10180,10120,,,,,,,
14,,10195,67172,685,20211229,10235,10235,10195,,,,,,,
15,,10275,64821,664,20211228,10255,10275,10210,,,,,,,
16,,10230,4522,46,20211227,10280,10280,10230,,,,,,,
17,,10295,13,0,20211224,10275,10310,10260,,,,,,,
18,,10205,4,0,20211223,10220,10220,10205,,,,,,,
19,,10150,9300,95,20211222,10185,10195,10150,,,,,,,
20,,10110,18850,190,20211221,10125,10125,10045,,,,,,,
21,,10035,38092,385,20211220,10180,10180,10035,,,,,,,
22,,10220,4800,49,20211217,10135,10220,10120,,,,,,,
23,,10240,2,0,20211216,10255,10255,10240,,,,,,,
24,,10120,4591,46,20211215,10110,10135,10095,,,,,,,
25,,10150,14265,145,20211214,10125,10150,10110,,,,,,,
26,,10195,4572,47,20211213,10270,10285,10195,,,,,,,
27,,10190,5,0,20211210,10205,10205,10190,,,,,,,
28,,10240,18489,189,20211209,10220,10240,10205,,,,,,,
29,,10190,27589,282,20211208,10285,10290,10190,,,,,,,
30,,10140,45262,457,20211207,10100,10140,10055,,,,,,,
31,,10100,18978,191,20211206,10000,10100,9985,,,,,,,
32,,10075,54883,547,20211203,9965,10075,9925,,,,,,,
33,,9980,54742,541,20211202,9755,9980,9740,,,,,,,
34,,9820,65232,630,20211201,9665,9820,9605,,,,,,,
35,,9545,27460,266,20211130,9900,9900,9545,,,,,,,
36,,9870,18204,179,20211129,9750,9870,9735,,,,,,,
37,,9865,89086,889,20211126,10065,10065,9865,,,,,,,
38,,10065,79512,801,20211125,10135,10135,10055,,,,,,,
39,,10115,73308,745,20211124,10225,10240,10105,,,,,,,
40,,10170,39572,402,20211123,10250,10250,10160,,,,,,,
41,,10080,2,0,20211122,10100,10100,10080,,,,,,,
42,,9960,4,0,20211119,9980,9980,9960,,,,,,,
43,,9975,0,0,20211118,9975,9975,9975,,,,,,,
44,,10085,28968,293,20211117,10130,10130,10085,,,,,,,
45,,10130,39651,400,20211116,10120,10130,10075,,,,,,,
46,,10130,68443,692,20211115,10075,10135,10075,,,,,,,
47,,10010,49686,495,20211112,9955,10015,9955,,,,,,,
48,,9870,39476,389,20211111,9830,9870,9810,,,,,,,
49,,10000,19954,200,20211110,10010,10010,10000,,,,,,,
50,,10040,19574,197,20211109,10040,10055,10035,,,,,,,
51,,9970,480573,4771,20211108,9980,9980,9895,,,,,,,
52,,9975,550085,5502,20211105,10105,10105,9960,,,,,,,
53,,10035,247388,2496,20211104,10110,10130,10035,,,,,,,
54,,10005,267931,2694,20211103,10135,10135,9980,,,,,,,
55,,10130,240504,2444,20211102,10080,10215,10065,,,,,,,
56,,10030,596060,5974,20211101,10035,10040,9995,,,,,,,
57,,9975,556820,5628,20211029,10185,10185,9965,,,,,,,
58,,10155,734528,7468,20211028,10135,10200,10130,,,,,,,
59,,10135,1108975,11264,20211027,10240,10240,10125,,,,,,,
60,,10250,590974,6032,20211026,10220,10250,10175,,,,,,,
61,,10150,689573,6978,20211025,10100,10160,10020,,,,,,,
62,,10090,368178,3717,20211022,10085,10130,10050,,,,,,,
63,,10140,102,1,20211021,10130,10140,10120,,,,,,,
